,location,bath,price,bhk,area_sqft
5649,Raja Rajeshwari Nagar,2,55.0,2,1100.0
5650,Raja Rajeshwari Nagar,2,38.55,2,1140.0
5651,Raja Rajeshwari Nagar,2,43.59,2,1090.0
5652,Raja Rajeshwari Nagar,2,42.0,2,1023.0
5653,Raja Rajeshwari Nagar,2,50.0,2,1070.0
5654,Raja Rajeshwari Nagar,8,225.0,8,4800.0
5655,Raja Rajeshwari Nagar,2,48.79,2,1128.0
5656,Raja Rajeshwari Nagar,2,42.85,2,1267.0
5657,Raja Rajeshwari Nagar,1,21.0,1,550.0
5658,Raja Rajeshwari Nagar,2,37.95,2,1120.0
5659,Raja Rajeshwari Nagar,2,85.0,2,1608.0
5660,Raja Rajeshwari Nagar,2,45.0,2,1210.0
5661,Raja Rajeshwari Nagar,2,53.27,2,1240.0
5662,Raja Rajeshwari Nagar,2,72.0,3,1395.0
5663,Raja Rajeshwari Nagar,2,45.0,2,1165.0
5664,Raja Rajeshwari Nagar,2,70.0,3,1288.0
5665,Raja Rajeshwari Nagar,2,37.97,2,1120.0
5666,Raja Rajeshwari Nagar,2,38.65,2,1140.0
5667,Raja Rajeshwari Nagar,2,38.33,2,1095.0
5668,Raja Rajeshwari Nagar,2,60.0,3,1420.0
5669,Raja Rajeshwari Nagar,2,44.17,2,1303.0
5670,Raja Rajeshwari Nagar,2,40.17,2,1185.0
5671,Raja Rajeshwari Nagar,2,49.27,2,1140.0
5672,Raja Rajeshwari Nagar,2,38.33,2,1095.0
5673,Raja Rajeshwari Nagar,2,75.0,2,1235.0
5674,Raja Rajeshwari Nagar,3,57.6,3,1280.0
5675,Raja Rajeshwari Nagar,2,55.79,2,1303.0
5676,Raja Rajeshwari Nagar,2,65.0,2,1162.0
5677,Raja Rajeshwari Nagar,2,38.41,2,1133.0
5678,Raja Rajeshwari Nagar,2,49.0,2,1151.0
5679,Raja Rajeshwari Nagar,2,54.35,2,1267.0
5680,Raja Rajeshwari Nagar,2,50.0,2,1100.0
5681,Raja Rajeshwari Nagar,2,40.17,2,1185.0
5682,Raja Rajeshwari Nagar,2,44.17,2,1306.0
5683,Raja Rajeshwari Nagar,2,40.44,2,1196.0
5684,Raja Rajeshwari Nagar,2,75.0,2,1178.0
5685,Raja Rajeshwari Nagar,2,40.0,2,1128.0
5686,Raja Rajeshwari Nagar,2,39.0,2,1151.0
5687,Raja Rajeshwari Nagar,2,99.13,3,1525.0
5688,Raja Rajeshwari Nagar,2,48.0,2,1060.0
5689,Raja Rajeshwari Nagar,6,195.0,6,3900.0
5690,Raja Rajeshwari Nagar,2,48.79,2,1128.0
5691,Raja Rajeshwari Nagar,2,50.0,2,1170.0
5692,Raja Rajeshwari Nagar,2,51.15,2,1185.0
5693,Raja Rajeshwari Nagar,2,53.87,2,1255.0
5694,Raja Rajeshwari Nagar,2,60.42,2,1419.0
5695,Raja Rajeshwari Nagar,3,71.38,3,1693.0
5696,Raja Rajeshwari Nagar,9,240.0,9,3600.0
5697,Raja Rajeshwari Nagar,2,40.54,2,1196.0
5698,Raja Rajeshwari Nagar,2,40.54,2,1196.0
5699,Raja Rajeshwari Nagar,2,70.0,2,1160.0
5700,Raja Rajeshwari Nagar,2,38.37,2,1133.0
5701,Raja Rajeshwari Nagar,2,48.7,2,1140.0
5702,Raja Rajeshwari Nagar,2,38.65,2,1140.0
5703,Raja Rajeshwari Nagar,2,38.55,2,1140.0
5704,Raja Rajeshwari Nagar,2,55.47,2,1295.0
5705,Raja Rajeshwari Nagar,2,40.0,2,1133.0
5706,Raja Rajeshwari Nagar,3,86.8,3,1550.0
5707,Raja Rajeshwari Nagar,2,45.0,2,1400.0
5708,Raja Rajeshwari Nagar,2,52.0,2,1110.0
5709,Raja Rajeshwari Nagar,3,83.74,3,1580.0
5710,Raja Rajeshwari Nagar,3,86.8,3,1640.0
5711,Raja Rajeshwari Nagar,2,51.15,2,1185.0
5712,Raja Rajeshwari Nagar,2,43.9,2,1295.0
5713,Raja Rajeshwari Nagar,2,53.76,3,1279.0
5714,Raja Rajeshwari Nagar,2,40.54,2,1196.0
5715,Raja Rajeshwari Nagar,2,40.54,2,1240.0
5716,Raja Rajeshwari Nagar,2,57.0,2,1090.0
5717,Raja Rajeshwari Nagar,2,42.04,2,1240.0
5718,Raja Rajeshwari Nagar,3,98.0,3,1757.0
5719,Raja Rajeshwari Nagar,3,64.0,3,1530.0
5720,Raja Rajeshwari Nagar,3,73.8,3,1587.0
5721,Raja Rajeshwari Nagar,2,55.47,2,1295.0
5722,Raja Rajeshwari Nagar,2,67.0,3,1450.0
5723,Raja Rajeshwari Nagar,2,57.0,2,1090.0
5724,Raja Rajeshwari Nagar,2,45.0,2,945.0
5725,Raja Rajeshwari Nagar,2,55.78,2,1303.0
5726,Raja Rajeshwari Nagar,7,225.0,8,3450.0
5727,Raja Rajeshwari Nagar,2,48.1,2,1419.0
5728,Raja Rajeshwari Nagar,2,86.0,3,1700.0
5729,Raja Rajeshwari Nagar,2,62.0,2,1270.0
5730,Raja Rajeshwari Nagar,2,68.0,2,1250.0
5731,Raja Rajeshwari Nagar,2,62.0,3,1260.0
5732,Raja Rajeshwari Nagar,2,40.54,2,1196.0
5733,Raja Rajeshwari Nagar,2,66.85,3,1580.0
5734,Raja Rajeshwari Nagar,2,37.0,2,1050.0
5735,Raja Rajeshwari Nagar,3,59.0,3,1021.0
5736,Raja Rajeshwari Nagar,2,40.54,2,1196.0
5737,Raja Rajeshwari Nagar,3,88.0,3,1500.0
5738,Raja Rajeshwari Nagar,2,66.0,2,1168.0
5739,Raja Rajeshwari Nagar,2,86.0,3,1400.0
5740,Raja Rajeshwari Nagar,2,65.0,2,1157.0
5741,Raja Rajeshwari Nagar,2,40.7,2,1206.0
5742,Raja Rajeshwari Nagar,2,50.0,2,1000.0
5743,Raja Rajeshwari Nagar,2,63.0,3,1485.0
5744,Raja Rajeshwari Nagar,2,56.0,3,1335.0
5745,Raja Rajeshwari Nagar,2,42.54,2,1255.0
5746,Raja Rajeshwari Nagar,3,64.86,3,1530.0
5747,Raja Rajeshwari Nagar,3,98.0,3,1850.0
5748,Raja Rajeshwari Nagar,2,44.0,2,1140.0
5749,Raja Rajeshwari Nagar,8,215.0,8,6000.0
5750,Raja Rajeshwari Nagar,2,39.0,2,1140.0
5751,Raja Rajeshwari Nagar,1,22.0,1,510.0
5752,Raja Rajeshwari Nagar,2,40.14,2,1187.0
5753,Raja Rajeshwari Nagar,2,60.0,2,1141.0
5754,Rajaji Nagar,3,229.0,3,1640.0
5755,Rajaji Nagar,3,415.0,3,2390.0
5756,Rajaji Nagar,3,410.0,3,2390.0
5757,Rajaji Nagar,4,540.0,4,3516.0
5758,Rajaji Nagar,3,223.0,3,1640.0
5759,Rajaji Nagar,4,324.0,6,1800.0
5760,Rajaji Nagar,4,558.0,4,3526.0
5761,Rajaji Nagar,3,260.0,3,1800.0
5762,Rajaji Nagar,3,241.0,3,1640.0
5763,Rajaji Nagar,2,170.0,2,1370.0
5764,Rajaji Nagar,3,360.0,3,2409.0
5765,Rajaji Nagar,3,288.0,2,1718.0
5766,Rajaji Nagar,3,334.0,3,2386.0
5767,Rajaji Nagar,2,150.0,2,1200.0
5768,Rajaji Nagar,1,163.0,2,1160.0
5769,Rajaji Nagar,1,75.0,1,660.0
5770,Rajaji Nagar,2,170.0,2,1440.0
5771,Rajaji Nagar,3,400.0,3,2448.0
5772,Rajaji Nagar,2,185.0,2,1440.0
5773,Rajaji Nagar,3,230.0,3,1640.0
5774,Rajaji Nagar,2,250.0,3,1800.0
5775,Rajaji Nagar,4,550.0,4,3100.0
5776,Rajaji Nagar,4,598.0,4,3526.0
5777,Rajaji Nagar,2,130.0,2,1357.0
5778,Rajaji Nagar,3,369.0,3,2300.0
5779,Rajaji Nagar,3,350.0,3,2500.0
5780,Rajaji Nagar,3,403.0,3,2559.0
5781,Rajaji Nagar,3,262.0,2,1763.0
5782,Rajaji Nagar,3,425.0,3,2533.0
5783,Rajaji Nagar,2,127.0,2,1268.0
5784,Rajaji Nagar,3,262.0,3,1640.0
5785,Rajaji Nagar,1,200.0,2,1200.0
5786,Rajaji Nagar,3,375.0,3,2367.0
5787,Rajaji Nagar,2,415.0,4,2440.0
5788,Rajaji Nagar,3,251.0,3,1640.0
5789,Rajaji Nagar,3,268.0,3,1640.0
5790,Rajaji Nagar,4,340.0,3,2367.0
5791,Rajaji Nagar,4,230.0,4,1350.0
5792,Rajaji Nagar,5,408.0,5,2400.0
5793,Rajaji Nagar,3,340.0,3,2500.0
5794,Rajaji Nagar,3,372.0,3,2390.0
5795,Rajaji Nagar,3,399.0,3,2415.0
5796,Rajaji Nagar,3,275.0,2,1718.0
5797,Rajaji Nagar,3,240.0,2,1763.0
5798,Rajaji Nagar,3,395.0,3,2409.0
5799,Rajaji Nagar,2,225.0,2,1314.0
5800,Rajaji Nagar,2,165.0,2,1440.0
5801,Rajaji Nagar,3,245.0,3,1640.0
5802,Rajiv Nagar,3,125.0,3,1690.0
5803,Rajiv Nagar,2,93.32,2,1263.0
5804,Rajiv Nagar,4,148.0,4,2340.0
5805,Rajiv Nagar,5,129.0,4,2340.0
5806,Rajiv Nagar,2,93.0,2,1330.0
5807,Rajiv Nagar,5,129.0,4,2340.0
5808,Rajiv Nagar,2,80.0,2,1309.0
5809,Rajiv Nagar,4,145.0,4,2340.0
5810,Rajiv Nagar,5,175.0,4,2330.0
5811,Rajiv Nagar,5,160.0,4,2340.0
5812,Ramagondanahalli,2,48.77,2,1151.0
5813,Ramagondanahalli,2,47.0,2,1251.0
5814,Ramagondanahalli,2,52.04,2,1235.0
5815,Ramagondanahalli,2,111.0,3,1610.0
5816,Ramagondanahalli,1,30.0,1,540.0
5817,Ramagondanahalli,2,46.8,2,1235.0
5818,Ramagondanahalli,2,51.26,2,1215.0
5819,Ramagondanahalli,4,157.0,3,2257.0
5820,Ramagondanahalli,2,47.4,2,1251.0
5821,Ramagondanahalli,2,115.0,3,1610.0
5822,Ramagondanahalli,2,65.0,2,920.0
5823,Ramagondanahalli,2,45.5,2,1215.0
5824,Ramagondanahalli,2,52.66,2,1253.0
5825,Ramagondanahalli,2,95.0,2,1295.0
5826,Ramagondanahalli,2,50.5,2,1151.0
5827,Ramagondanahalli,2,49.3,2,1235.0
5828,Ramagondanahalli,3,159.0,3,2257.0
5829,Ramagondanahalli,2,95.0,2,1295.0
5830,Ramagondanahalli,3,142.0,3,1910.0
5831,Ramagondanahalli,2,46.1,2,1215.0
5832,Ramagondanahalli,2,50.0,2,1251.0
5833,Ramagondanahalli,2,115.0,3,1610.0
5834,Ramagondanahalli,2,43.6,2,1151.0
5835,Ramagondanahalli,2,53.0,2,1251.0
5836,Ramagondanahalli,2,45.82,2,845.0
5837,Ramagondanahalli,3,150.0,3,1910.0
5838,Ramagondanahalli,3,114.0,3,2040.0
5839,Ramagondanahalli,2,46.0,2,1251.0
5840,Ramagondanahalli,2,46.0,2,1151.0
5841,Ramagondanahalli,2,112.0,3,1610.0
5842,Ramagondanahalli,2,115.0,3,1610.0
5843,Ramagondanahalli,3,56.1,3,1200.0
5844,Ramagondanahalli,5,220.0,4,2787.0
5845,Ramagondanahalli,2,75.0,2,1125.0
5846,Ramagondanahalli,2,42.5,2,1151.0
5847,Ramagondanahalli,3,155.0,3,2257.0
5848,Ramagondanahalli,3,100.0,3,1500.0
5849,Ramagondanahalli,3,131.0,3,1910.0
5850,Ramamurthy Nagar,4,225.0,4,3700.0
5851,Ramamurthy Nagar,5,150.0,5,3500.0
5852,Ramamurthy Nagar,2,37.0,2,1050.0
5853,Ramamurthy Nagar,2,50.0,2,1040.0
5854,Ramamurthy Nagar,3,72.0,2,1200.0
5855,Ramamurthy Nagar,1,26.0,1,360.0
5856,Ramamurthy Nagar,2,50.79,2,950.0
5857,Ramamurthy Nagar,2,66.0,3,1200.0
5858,Ramamurthy Nagar,3,100.0,3,1525.0
5859,Ramamurthy Nagar,2,80.0,2,1200.0
5860,Ramamurthy Nagar,2,42.0,2,1200.0
5861,Ramamurthy Nagar,2,68.0,2,1100.0
5862,Ramamurthy Nagar,2,45.5,2,1185.0
5863,Ramamurthy Nagar,2,46.8,2,1170.0
5864,Ramamurthy Nagar,2,51.0,2,1150.0
5865,Ramamurthy Nagar,2,48.0,2,1200.0
5866,Ramamurthy Nagar,3,45.0,2,600.0
5867,Ramamurthy Nagar,2,65.0,2,1110.0
5868,Ramamurthy Nagar,2,78.0,2,1200.0
5869,Ramamurthy Nagar,1,43.0,1,600.0
5870,Ramamurthy Nagar,2,57.0,2,1006.0
5871,Ramamurthy Nagar,2,76.0,2,1200.0
5872,Ramamurthy Nagar,2,33.0,2,700.0
5873,Ramamurthy Nagar,2,47.0,2,1125.0
5874,Ramamurthy Nagar,2,62.0,2,1000.0
5875,Ramamurthy Nagar,2,67.0,2,1334.0
5876,Ramamurthy Nagar,2,46.0,2,1200.0
5877,Ramamurthy Nagar,2,57.9,2,1200.0
5878,Ramamurthy Nagar,2,45.0,2,1360.0
5879,Ramamurthy Nagar,2,44.0,2,1170.0
5880,Ramamurthy Nagar,4,130.0,4,2200.0
5881,Ramamurthy Nagar,2,51.66,2,1050.0
5882,Ramamurthy Nagar,5,230.0,4,2916.0
5883,Ramamurthy Nagar,3,125.0,3,2316.0
5884,Ramamurthy Nagar,2,50.0,2,1101.0
5885,Ramamurthy Nagar,2,40.0,2,1150.0
5886,Ramamurthy Nagar,2,37.8,2,1050.0
5887,Ramamurthy Nagar,2,39.0,2,935.0
5888,Ramamurthy Nagar,2,68.0,2,1200.0
5889,Ramamurthy Nagar,1,35.0,1,540.0
5890,Ramamurthy Nagar,2,35.0,2,960.0
5891,Rayasandra,2,63.0,3,1314.0
5892,Rayasandra,2,44.95,2,1065.0
5893,Rayasandra,3,75.0,3,1708.0
5894,Rayasandra,2,48.5,3,1199.0
5895,Rayasandra,3,67.0,3,1577.0
5896,Rayasandra,2,57.0,2,1253.0
5897,Rayasandra,1,26.9,1,583.0
5898,Rayasandra,2,54.0,2,1198.0
5899,Rayasandra,3,75.17,3,1555.0
5900,Rayasandra,3,60.0,3,1458.0
5901,Rayasandra,2,55.0,3,1179.0
5902,Rayasandra,3,70.0,3,1601.0
5903,Rayasandra,3,76.0,4,1708.0
5904,Rayasandra,1,21.0,1,470.0
5905,Rayasandra,5,145.0,5,3600.0
5906,Rayasandra,2,59.0,3,1357.0
5907,Sahakara Nagar,2,95.0,3,1500.0
5908,Sahakara Nagar,2,56.0,2,1100.0
5909,Sahakara Nagar,2,48.0,2,1219.0
5910,Sahakara Nagar,2,75.0,3,1100.0
5911,Sahakara Nagar,3,115.0,3,1655.0
5912,Sahakara Nagar,2,54.0,2,1150.0
5913,Sahakara Nagar,2,69.85,2,1270.0
5914,Sahakara Nagar,2,56.0,2,960.0
5915,Sahakara Nagar,2,50.0,2,1048.0
5916,Sahakara Nagar,2,55.0,2,1160.0
5917,Sahakara Nagar,2,75.0,3,1200.0
5918,Sahakara Nagar,4,200.0,4,2500.0
5919,Sahakara Nagar,3,179.0,3,1914.0
5920,Sahakara Nagar,3,125.0,3,1500.0
5921,Sahakara Nagar,2,55.0,2,1100.0
5922,Sahakara Nagar,3,149.0,3,1914.0
5923,Sahakara Nagar,2,60.0,2,1000.0
5924,Sahakara Nagar,2,49.0,2,1175.0
5925,Sahakara Nagar,2,90.0,3,1370.0
5926,Sahakara Nagar,2,55.0,2,1100.0
5927,Sahakara Nagar,2,75.0,3,1100.0
5928,Sahakara Nagar,2,72.0,2,1180.0
5929,Sahakara Nagar,2,60.0,2,1200.0
5930,Sahakara Nagar,2,45.0,2,1032.0
5931,Sahakara Nagar,2,46.0,2,1200.0
5932,Sahakara Nagar,2,96.0,2,1270.0
5933,Sahakara Nagar,2,80.0,2,1201.0
5934,Sahakara Nagar,2,54.0,2,1200.0
5935,Sahakara Nagar,2,72.3,2,1291.0
5936,Sanjay nagar,2,70.0,2,1000.0
5937,Sanjay nagar,2,98.0,2,1100.0
5938,Sanjay nagar,2,72.2,2,1150.0
5939,Sanjay nagar,3,180.0,3,1800.0
5940,Sanjay nagar,1,35.0,2,630.0
5941,Sanjay nagar,3,250.0,5,3300.0
5942,Sanjay nagar,2,180.0,3,1900.0
5943,Sanjay nagar,2,90.0,2,1575.0
5944,Sanjay nagar,2,55.0,2,960.0
5945,Sanjay nagar,2,59.0,2,1050.0
5946,Sanjay nagar,2,70.0,2,1150.0
5947,Sanjay nagar,3,150.0,3,1500.0
5948,Sanjay nagar,2,80.0,2,1180.0
5949,Sarakki Nagar,4,253.0,3,2121.0
5950,Sarakki Nagar,3,260.0,3,2289.0
5951,Sarakki Nagar,4,325.0,3,2500.0
5952,Sarakki Nagar,4,270.0,3,2145.0
5953,Sarakki Nagar,3,128.0,3,1200.0
5954,Sarakki Nagar,4,338.0,3,2663.0
5955,Sarakki Nagar,4,175.0,3,1840.0
5956,Sarjapur,3,148.0,3,2250.0
5957,Sarjapur,3,75.0,3,1600.0
5958,Sarjapur,2,43.49,2,1242.5
5959,Sarjapur,2,32.0,2,913.0
5960,Sarjapur,2,60.0,2,1128.0
5961,Sarjapur,2,47.0,2,1185.0
5962,Sarjapur,2,42.0,3,900.0
5963,Sarjapur,1,17.535,1,649.5
5964,Sarjapur,2,35.0,2,1020.0
5965,Sarjapur,2,42.0,2,1195.0
5966,Sarjapur,2,44.0,2,1240.0
5967,Sarjapur,2,32.5,2,950.0
5968,Sarjapur,2,68.0,3,1285.0
5969,Sarjapur,2,25.0,2,925.0
5970,Sarjapur,3,160.0,4,3190.0
5971,Sarjapur,2,40.0,2,1215.0
5972,Sarjapur,3,78.0,3,1200.0
5973,Sarjapur,2,30.0,2,1000.0
5974,Sarjapur,2,40.0,2,1157.0
5975,Sarjapur,3,140.0,3,2238.0
5976,Sarjapur,3,85.0,3,2020.0
5977,Sarjapur,3,185.0,4,2885.0
5978,Sarjapur,2,44.3,2,1240.0
5979,Sarjapur,1,19.0,1,625.0
5980,Sarjapur,4,139.5,4,2585.5
5981,Sarjapur,2,25.38,2,940.0
5982,Sarjapur,3,125.0,4,2100.0
5983,Sarjapur,2,36.0,2,913.0
5984,Sarjapur,2,53.35,3,1404.0
5985,Sarjapur,3,88.0,3,1830.0
5986,Sarjapur,2,56.0,3,1364.0
5987,Sarjapur,2,30.35,2,1124.0
5988,Sarjapur,2,32.0,2,1044.0
5989,Sarjapur,1,19.87,1,650.0
5990,Sarjapur,2,42.0,2,1175.0
5991,Sarjapur,2,43.1,2,1240.0
5992,Sarjapur,2,42.0,2,1032.0
5993,Sarjapur,2,34.0,2,1044.0
5994,Sarjapur,3,76.13,3,1200.0
5995,Sarjapur,2,62.0,2,1200.0
5996,Sarjapur,2,27.98,2,900.0
5997,Sarjapur,2,29.0,2,1205.0
5998,Sarjapur,2,32.0,2,850.0
5999,Sarjapur,2,41.68,2,1175.0
6000,Sarjapur,2,33.0,2,920.0
6001,Sarjapur,2,41.0,2,1150.0
6002,Sarjapur,2,42.6,2,1200.0
6003,Sarjapur,3,50.0,3,1333.0
6004,Sarjapur,2,36.0,2,1044.0
6005,Sarjapur,2,35.0,2,950.0
6006,Sarjapur,3,100.0,3,2172.0
6007,Sarjapur,1,17.09,1,633.0
6008,Sarjapur,2,87.0,2,1451.0
6009,Sarjapur,3,140.0,4,2400.0
6010,Sarjapur,2,68.0,3,1525.0
6011,Sarjapur,2,45.0,2,1095.0
6012,Sarjapur,3,57.0,3,1425.0
6013,Sarjapur  Road,3,140.0,3,2497.0
6014,Sarjapur  Road,3,98.29,3,1787.0
6015,Sarjapur  Road,3,125.0,3,1787.0
6016,Sarjapur  Road,2,67.0,2,1000.0
6017,Sarjapur  Road,2,74.03,2,1346.0
6018,Sarjapur  Road,2,70.0,2,1195.0
6019,Sarjapur  Road,3,100.0,3,1550.0
6020,Sarjapur  Road,3,125.0,3,2100.0
6021,Sarjapur  Road,3,113.0,3,1691.0
6022,Sarjapur  Road,2,95.0,2,1278.0
6023,Sarjapur  Road,3,140.0,3,2238.0
6024,Sarjapur  Road,3,110.0,3,1800.0
6025,Sarjapur  Road,4,146.0,3,1984.0
6026,Sarjapur  Road,2,59.0,2,1128.0
6027,Sarjapur  Road,3,110.0,3,1700.0
6028,Sarjapur  Road,2,75.0,3,1157.0
6029,Sarjapur  Road,2,72.0,2,1282.0
6030,Sarjapur  Road,4,310.0,4,4111.0
6031,Sarjapur  Road,4,300.0,4,3900.0
6032,Sarjapur  Road,2,62.0,2,1050.0
6033,Sarjapur  Road,3,135.0,3,1700.0
6034,Sarjapur  Road,3,119.0,3,1691.0
6035,Sarjapur  Road,3,140.0,3,1846.0
6036,Sarjapur  Road,3,95.0,3,1200.0
6037,Sarjapur  Road,3,100.0,3,1819.0
6038,Sarjapur  Road,4,110.0,3,1845.0
6039,Sarjapur  Road,2,77.65,2,1233.0
6040,Sarjapur  Road,3,112.0,3,1680.0
6041,Sarjapur  Road,2,92.0,2,1255.0
6042,Sarjapur  Road,2,78.0,2,1311.0
6043,Sarjapur  Road,2,75.0,3,1157.0
6044,Sarjapur  Road,2,75.0,2,1145.0
6045,Sarjapur  Road,2,70.0,3,1300.0
6046,Sarjapur  Road,3,170.0,3,2180.0
6047,Sarjapur  Road,3,110.0,3,1750.0
6048,Sarjapur  Road,3,70.0,3,1200.0
6049,Sarjapur  Road,3,200.0,3,2600.0
6050,Sarjapur  Road,1,40.0,1,685.0
6051,Sarjapur  Road,2,82.0,2,1241.0
6052,Sarjapur  Road,1,46.95,1,835.0
6053,Sarjapur  Road,2,76.0,2,1280.0
6054,Sarjapur  Road,2,78.0,2,1263.0
6055,Sarjapur  Road,3,98.0,3,1691.0
6056,Sarjapur  Road,2,83.0,2,1308.0
6057,Sarjapur  Road,3,91.0,3,1592.0
6058,Sarjapur  Road,2,77.0,2,1150.0
6059,Sarjapur  Road,3,120.0,3,1965.0
6060,Sarjapur  Road,4,180.0,3,2275.0
6061,Sarjapur  Road,2,78.0,2,1418.0
6062,Sarjapur  Road,2,93.0,2,1200.0
6063,Sarjapur  Road,2,60.0,2,1115.0
6064,Sarjapur  Road,2,87.0,3,1525.0
6065,Sarjapur  Road,2,71.32,2,1346.0
6066,Sarjapur  Road,1,29.0,1,715.0
6067,Sarjapur  Road,2,94.5,2,1230.0
6068,Sarjapur  Road,3,99.0,3,1750.0
6069,Sarjapur  Road,2,62.0,2,1145.0
6070,Sarjapur  Road,3,88.0,3,1500.0
6071,Sarjapur  Road,3,145.0,3,1846.0
6072,Sarjapur  Road,2,60.0,2,1067.0
6073,Sarjapur  Road,3,95.0,3,1700.0
6074,Sarjapur  Road,2,65.0,2,1230.0
6075,Sarjapur  Road,5,280.0,4,3785.0
6076,Sarjapur  Road,3,169.0,3,2556.0
6077,Sarjapur  Road,2,90.0,2,1278.0
6078,Sarjapur  Road,2,99.0,2,1305.0
6079,Sarjapur  Road,3,122.0,3,1755.0
6080,Sarjapur  Road,3,93.5,3,1700.0
6081,Sarjapur  Road,2,55.0,2,1060.0
6082,Sarjapur  Road,2,98.0,3,1455.0
6083,Sarjapur  Road,3,140.0,3,1850.0
6084,Sarjapur  Road,1,39.9,1,950.0
6085,Sarjapur  Road,3,130.0,3,1826.0
6086,Sarjapur  Road,2,116.0,3,1660.0
6087,Sarjapur  Road,3,108.0,3,1700.0
6088,Sarjapur  Road,3,85.0,3,1539.0
6089,Sarjapur  Road,2,82.0,3,1489.0
6090,Sarjapur  Road,2,75.0,2,1200.0
6091,Sarjapur  Road,3,183.0,3,3044.0
6092,Sarjapur  Road,4,150.0,3,1877.0
6093,Sarjapur  Road,2,70.0,2,1229.0
6094,Sarjapur  Road,2,70.0,2,1342.0
6095,Sarjapur  Road,3,110.0,3,1711.0
6096,Sarjapur  Road,2,63.5,2,1050.0
6097,Sarjapur  Road,2,102.0,2,1350.0
6098,Sarjapur  Road,4,240.0,4,2990.0
6099,Sarjapur  Road,3,85.0,3,1457.0
6100,Sarjapur  Road,3,135.0,3,1685.0
6101,Sarjapur  Road,3,70.0,3,1200.0
6102,Sarjapur  Road,2,55.0,2,984.0
6103,Sarjapur  Road,2,100.0,2,1320.0
6104,Sarjapur  Road,4,145.0,3,1984.0
6105,Sarjapur  Road,2,89.0,3,1550.0
6106,Sarjapur  Road,5,201.0,4,2425.0
6107,Sarjapur  Road,3,113.0,3,1691.0
6108,Sarjapur  Road,4,160.0,3,2070.0
6109,Sarjapur  Road,3,90.0,3,1435.0
6110,Sarjapur  Road,2,67.0,2,1262.0
6111,Sarjapur  Road,3,125.0,3,1693.0
6112,Sarjapur  Road,3,125.0,3,1826.0
6113,Sarjapur  Road,3,116.0,3,1660.0
6114,Sarjapur  Road,3,119.0,3,1830.0
6115,Sarjapur  Road,4,240.0,4,2900.0
6116,Sarjapur  Road,2,68.0,2,1059.0
6117,Sarjapur  Road,2,74.0,3,1157.0
6118,Sarjapur  Road,3,118.0,3,1700.0
6119,Sarjapur  Road,3,120.0,3,1691.0
6120,Sarjapur  Road,2,75.0,2,1308.0
6121,Sarjapur  Road,3,125.0,3,1580.0
6122,Sarjapur  Road,3,98.0,3,1763.25
6123,Sarjapur  Road,3,130.0,3,1826.0
6124,Sarjapur  Road,2,98.0,3,1550.0
6125,Sarjapur  Road,3,100.0,3,1819.0
6126,Sarjapur  Road,2,59.0,2,984.0
6127,Sarjapur  Road,3,88.0,3,1489.0
6128,Sarjapur  Road,1,52.0,1,702.0
6129,Sarjapur  Road,2,75.0,2,1242.0
6130,Sarjapur  Road,4,185.0,3,2275.0
6131,Sarjapur  Road,3,135.0,3,2100.0
6132,Sarjapur  Road,3,93.5,3,1700.0
6133,Sarjapur  Road,4,110.0,3,1862.0
6134,Sarjapur  Road,4,175.0,3,2275.0
6135,Sarjapur  Road,3,116.0,3,1787.0
6136,Sarjapur  Road,3,93.01,3,1691.0
6137,Sarjapur  Road,2,56.0,2,1028.0
6138,Sarjapur  Road,2,65.0,3,1181.0
6139,Sarjapur  Road,3,100.0,3,1691.0
6140,Sarjapur  Road,2,60.55,2,1026.0
6141,Sarjapur  Road,2,85.0,2,1350.0
6142,Sarjapur  Road,2,72.0,3,1157.0
6143,Sarjapur  Road,2,62.0,2,1019.0
6144,Sarjapur  Road,3,235.0,4,3418.0
6145,Sarjapur  Road,1,31.1,1,691.0
6146,Sarjapur  Road,3,145.0,3,1881.0
6147,Sarjapur  Road,4,182.0,3,2275.0
6148,Sarjapur  Road,3,145.0,3,1881.0
6149,Sarjapur  Road,3,211.0,4,2880.0
6150,Sarjapur  Road,1,27.0,1,675.0
6151,Sarjapur  Road,2,74.03,2,1346.0
6152,Sarjapur  Road,3,119.0,3,1691.0
6153,Sarjapur  Road,2,95.0,2,1335.0
6154,Sarjapur  Road,3,126.0,3,1680.0
6155,Sarjapur  Road,2,68.0,3,1222.0
6156,Sarjapur  Road,4,225.0,4,3420.0
6157,Sarjapur  Road,2,110.0,3,1510.0
6158,Sarjapur  Road,2,78.0,2,1242.0
6159,Sarjapur  Road,2,69.0,2,1129.0
6160,Sarjapur  Road,3,140.0,3,1850.0
6161,Sarjapur  Road,3,155.0,3,1879.0
6162,Sarjapur  Road,2,75.0,3,1157.0
6163,Sarjapur  Road,5,175.0,4,2425.0
6164,Sarjapur  Road,2,74.0,2,1323.0
6165,Sarjapur  Road,3,178.0,3,2289.0
6166,Sarjapur  Road,3,130.0,3,2100.0
6167,Sarjapur  Road,1,35.8,1,702.0
6168,Sarjapur  Road,3,128.0,3,1800.0
6169,Sarjapur  Road,4,187.0,3,2275.0
6170,Sarjapur  Road,2,60.8,2,1026.0
6171,Sarjapur  Road,2,70.0,2,1216.0
6172,Sarjapur  Road,2,62.0,2,1112.0
6173,Sarjapur  Road,2,69.0,3,1157.0
